filename,AssertionRoulette,ConditionalTestLogic,DuplicateAssert,EmptyTest,ExceptionHandling,IgnoredTest,MagicNumberTest,RedundantPrint,SleepyTest,UnknownTest
TestSmell081.cs,0,0,0,0,0,0,0,0,0,1
TestSmell082.cs,0,0,0,0,0,0,0,0,0,1
TestSmell083.cs,0,0,0,0,0,0,0,0,0,1
TestSmell084.cs,0,0,0,0,0,0,0,0,0,1
TestSmell085.cs,1,1,1,0,1,0,0,0,0,0
TestSmell086.cs,1,0,0,0,1,0,0,1,0,0
TestSmell087.cs,1,1,0,0,0,0,1,0,0,0
TestSmell088.cs,1,0,0,0,0,0,0,0,0,0
TestSmell089.cs,1,0,1,0,0,0,0,0,0,0
TestSmell090.cs,1,1,0,0,0,0,0,0,0,0
TestSmell091.cs,1,0,1,0,1,0,0,0,0,0
TestSmell092.cs,1,0,0,0,0,0,1,0,0,0
TestSmell093.cs,1,0,0,0,0,0,1,0,0,0
TestSmell094.cs,1,0,0,0,0,0,0,0,0,0
TestSmell095.cs,1,1,0,0,0,0,1,0,0,0
TestSmell096.cs,1,1,0,0,1,0,0,0,1,0
TestSmell097.cs,1,1,0,0,0,0,1,0,0,0
TestSmell098.cs,0,1,0,0,1,0,0,0,0,1
TestSmell099.cs,1,1,0,0,0,0,0,0,0,0
TestSmell100.cs,0,1,0,0,0,0,0,1,1,0
TestSmell101.cs,0,1,0,0,1,0,0,0,0,0
TestSmell102.cs,0,1,0,0,0,0,0,0,0,0
TestSmell103.cs,0,1,0,0,0,0,0,1,0,0
TestSmell104.cs,0,1,0,0,0,0,0,0,0,0
TestSmell105.cs,1,0,1,0,0,0,1,0,0,0
TestSmell106.cs,1,0,1,0,1,0,1,0,0,0
TestSmell107.cs,1,0,1,0,0,0,1,0,0,0
TestSmell108.cs,1,0,1,0,0,0,0,0,0,0
TestSmell109.cs,1,0,1,0,0,0,0,0,0,0
TestSmell110.cs,1,0,1,0,0,0,0,0,0,0
TestSmell111.cs,1,0,1,0,1,0,1,0,0,0
TestSmell112.cs,0,0,0,1,0,0,0,0,0,1
TestSmell113.cs,0,0,0,1,0,0,0,0,0,1
TestSmell114.cs,0,0,0,1,0,0,0,0,0,1
TestSmell115.cs,0,0,0,1,0,0,0,0,0,1
TestSmell116.cs,0,0,0,1,0,0,0,0,0,1
TestSmell117.cs,0,0,0,1,0,0,0,0,0,1
TestSmell118.cs,0,0,0,1,0,0,0,0,0,1
TestSmell119.cs,0,0,0,1,0,0,0,0,0,1
TestSmell120.cs,0,0,0,1,0,0,0,0,0,1
TestSmell121.cs,0,0,0,1,0,0,0,0,0,1
TestSmell122.cs,1,1,0,0,1,0,1,0,1,0
TestSmell123.cs,1,0,1,0,1,0,0,0,0,0
TestSmell124.cs,1,0,0,0,1,0,0,0,0,0
TestSmell125.cs,0,1,0,0,1,0,0,0,0,1
TestSmell126.cs,0,0,0,0,1,0,0,0,0,0
TestSmell127.cs,1,0,1,0,1,0,0,0,0,0
TestSmell128.cs,1,0,0,0,1,0,0,0,0,0
TestSmell129.cs,1,1,0,0,1,1,0,0,0,0
TestSmell130.cs,0,0,0,0,0,1,0,0,0,0
TestSmell131.cs,1,0,0,0,0,1,0,1,0,0
TestSmell132.cs,1,0,0,0,0,1,1,0,0,0
TestSmell133.cs,1,0,0,0,0,1,1,0,0,0
TestSmell134.cs,0,0,0,0,0,1,0,0,0,0
TestSmell135.cs,0,0,0,0,0,1,0,0,0,1
TestSmell136.cs,0,1,0,0,0,1,0,0,0,0
TestSmell137.cs,0,1,0,0,0,1,0,0,0,0
TestSmell138.cs,0,0,0,0,0,0,1,0,0,0
TestSmell139.cs,0,0,0,0,0,0,1,0,1,0
TestSmell140.cs,0,1,0,0,0,0,1,0,0,0
TestSmell141.cs,1,0,0,0,0,0,1,0,0,0
TestSmell142.cs,1,0,0,0,0,0,1,0,0,0
TestSmell143.cs,0,0,0,0,0,0,1,1,0,0
TestSmell144.cs,1,0,1,0,0,0,0,1,0,0
TestSmell145.cs,1,0,0,0,0,0,1,1,0,0
TestSmell146.cs,1,0,0,0,0,0,1,1,0,0
TestSmell147.cs,1,0,0,0,0,0,1,1,0,0
TestSmell148.cs,0,0,0,0,0,0,0,1,0,0
TestSmell149.cs,0,1,0,0,0,0,0,1,1,1
TestSmell150.cs,1,0,0,0,0,0,0,1,0,0
TestSmell151.cs,0,1,0,0,0,0,0,1,1,0
TestSmell152.cs,0,1,0,0,0,0,0,1,0,1
TestSmell153.cs,1,0,0,0,0,0,1,0,1,0
TestSmell154.cs,0,0,0,0,0,0,0,0,1,0
TestSmell155.cs,0,0,0,0,0,0,0,0,1,0
TestSmell156.cs,0,0,0,0,0,0,0,0,1,1
TestSmell157.cs,0,0,0,0,0,0,0,0,1,0
TestSmell158.cs,0,1,0,0,0,0,1,0,1,0
TestSmell159.cs,0,0,0,0,0,0,0,1,0,1
TestSmell160.cs,0,0,0,0,0,0,0,0,0,1
TestSmell161.cs,0,0,0,0,0,0,0,0,0,1
TestSmell162.cs,0,0,0,0,0,0,0,0,0,1
TestSmell163.cs,0,0,0,0,0,0,0,0,0,1
TestSmell164.cs,0,0,0,1,0,0,0,0,0,1
TestSmell165.cs,0,1,0,0,1,0,0,0,0,1
TestSmell166.cs,0,0,0,0,0,0,0,0,0,1
