filename,AssertionRoulette,ConditionalTestLogic,DuplicateAssert,EmptyTest,ExceptionHandling,IgnoredTest,MagicNumberTest,RedundantPrint,SleepyTest,UnknownTest
test_smell_077.py,0,0,0,0,1,0,0,1,1,1
test_smell_078.py,0,1,0,0,1,0,0,0,1,1
test_smell_079.py,0,0,0,0,0,0,0,0,0,1
test_smell_080.py,0,0,0,1,0,0,0,0,0,1
test_smell_081.py,0,0,0,1,0,0,0,0,0,1
test_smell_082.py,0,0,0,0,0,0,0,0,0,1
test_smell_083.py,0,0,0,0,0,0,0,0,0,1
test_smell_084.py,0,0,0,0,0,0,0,0,0,1
test_smell_085.py,1,0,1,0,0,0,0,0,0,0
test_smell_086.py,1,0,0,0,0,0,0,1,0,0
test_smell_087.py,1,1,0,0,0,0,1,0,0,0
test_smell_088.py,1,0,0,0,0,0,0,0,0,0
test_smell_089.py,1,0,1,0,0,0,0,0,0,0
test_smell_090.py,1,1,0,0,0,0,0,0,0,0
test_smell_091.py,1,0,1,0,1,0,0,0,0,0
test_smell_092.py,1,0,0,0,0,0,1,0,0,0
test_smell_093.py,1,0,0,0,0,0,1,0,0,0
test_smell_094.py,1,0,0,0,0,0,0,0,0,0
test_smell_095.py,1,1,0,0,0,0,1,0,0,0
test_smell_096.py,1,1,0,0,1,0,0,0,1,0
test_smell_097.py,0,1,0,0,0,0,0,0,0,1
test_smell_098.py,0,1,0,0,1,0,0,0,0,1
test_smell_099.py,1,1,0,0,0,0,0,0,0,0
test_smell_100.py,0,1,0,0,0,0,0,1,1,0
test_smell_101.py,0,1,0,0,0,0,0,0,0,1
test_smell_102.py,0,1,0,0,0,0,0,0,0,0
test_smell_103.py,0,1,0,0,0,0,0,1,0,1
test_smell_104.py,0,1,0,0,0,0,0,0,0,0
test_smell_105.py,1,1,1,0,0,0,1,0,0,0
test_smell_106.py,1,0,1,0,1,0,1,0,0,0
test_smell_107.py,1,1,1,0,0,0,1,0,0,0
test_smell_108.py,1,0,1,0,0,0,0,0,0,0
test_smell_109.py,1,0,1,0,0,0,0,0,0,0
test_smell_110.py,1,0,1,0,0,0,0,0,0,0
test_smell_111.py,1,0,1,0,1,0,1,0,0,0
test_smell_112.py,0,0,0,1,0,0,0,0,0,1
test_smell_113.py,0,0,0,1,0,0,0,0,0,1
test_smell_114.py,0,0,0,1,0,0,0,0,0,1
test_smell_115.py,0,0,0,1,0,0,0,0,0,1
test_smell_116.py,0,0,0,1,0,0,0,0,0,1
test_smell_117.py,0,0,0,1,0,0,0,0,0,1
test_smell_118.py,0,0,0,1,0,0,0,0,0,1
test_smell_119.py,0,0,0,1,0,0,0,0,0,1
test_smell_120.py,0,0,0,1,0,1,0,0,0,1
test_smell_121.py,0,0,0,1,0,0,0,0,0,1
test_smell_122.py,1,1,0,0,1,0,1,0,1,0
test_smell_123.py,0,0,0,0,1,0,0,0,0,1
test_smell_124.py,0,0,0,0,1,0,0,0,0,0
test_smell_125.py,0,1,0,0,1,1,0,0,0,1
test_smell_126.py,0,0,0,0,1,0,0,0,0,0
test_smell_127.py,0,0,0,0,1,0,0,0,0,0
test_smell_128.py,1,0,0,0,1,0,0,0,0,0
test_smell_129.py,1,1,0,0,1,1,0,0,0,0
test_smell_130.py,0,0,0,0,0,1,0,0,0,1
test_smell_131.py,0,0,0,0,0,1,0,1,0,0
test_smell_132.py,1,0,0,0,0,1,1,0,0,0
test_smell_133.py,1,1,0,0,0,1,1,0,0,0
test_smell_134.py,0,0,0,0,0,1,0,0,0,0
test_smell_135.py,0,1,0,0,0,1,0,0,0,1
test_smell_136.py,0,0,0,0,0,1,0,0,0,0
test_smell_137.py,0,0,0,0,0,1,0,0,0,0
test_smell_138.py,0,0,0,0,0,0,1,0,0,0
test_smell_139.py,0,0,0,0,0,0,1,0,1,0
test_smell_140.py,0,1,0,0,0,1,1,0,0,0
test_smell_141.py,1,0,0,0,0,0,1,0,0,0
test_smell_142.py,1,0,0,0,0,0,1,0,0,0
test_smell_143.py,0,0,0,0,0,0,1,1,0,0
test_smell_144.py,1,0,1,0,0,0,0,1,0,0
test_smell_145.py,1,0,0,0,0,0,1,1,0,0
test_smell_146.py,1,0,0,0,0,0,1,1,0,0
test_smell_147.py,1,0,0,0,0,0,1,1,0,0
test_smell_148.py,1,0,0,0,0,0,0,1,0,0
test_smell_149.py,0,1,0,0,0,0,0,1,1,1
test_smell_150.py,1,0,0,0,0,0,0,1,0,0
test_smell_151.py,0,1,0,0,0,0,0,1,1,0
test_smell_152.py,0,1,0,0,0,0,0,1,0,1
test_smell_153.py,1,0,0,0,0,0,1,0,1,0
test_smell_154.py,0,0,0,0,0,0,0,0,1,0
test_smell_155.py,0,0,0,0,0,0,0,0,1,0
test_smell_156.py,0,0,0,0,0,0,0,0,1,1
test_smell_157.py,0,1,0,0,0,0,0,0,1,0
test_smell_158.py,1,1,0,0,0,0,0,0,1,0
test_smell_159.py,0,0,0,0,0,0,0,1,0,1
test_smell_160.py,0,0,0,0,0,0,0,0,0,1
test_smell_161.py,0,0,0,0,0,0,0,0,0,1
test_smell_162.py,0,0,0,0,0,0,0,0,0,1
test_smell_163.py,0,0,0,0,0,0,0,0,0,1
test_smell_164.py,0,0,0,1,0,0,0,0,0,1
test_smell_165.py,0,1,0,0,1,0,0,0,0,1
test_smell_166.py,0,0,0,0,0,0,0,0,0,1
